"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Pacific island small states","PSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1314.46273453205","1363.62492855709","1313.52461211171","1448.4743587866","1427.228365171","1468.56912433993","1481.31745406354","1497.65925498093","1493.79329912919","1636.44386291289","1695.17074087624","1800.64818979827","1966.57036149371","2061.09554591291","2141.72255257854","1991.47164795149","1990.64531406257","1890.91700577072","1822.6687495765","1788.59587850988","1913.59124752734","2245.27272856866","2561.65134393627","2637.70323064247","2773.35986488695","2922.0643356697","2840.39041096819","2820.39982315758","2972.70028195107","3282.30355137532","3657.22047138717","3805.80278479339","3889.89760157271","3897.7504907911","3932.96405025815","4150.69024591391","",
"Post-demographic dividend","PST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1522.70169090033","1614.69871795027","1737.27539702792","1884.25812408113","2053.9245207307","2185.47818234792","2397.0568067986","2607.44264135721","2763.7282263946","3020.76521629985","3469.03092683641","4250.18741073236","4961.44461804945","5549.42328887781","5873.29057827927","6299.8249084313","7195.49130868761","8612.6060441709","9927.88972580415","10299.7452277157","9822.70704512364","9462.65319728918","9852.04532717","10337.5442299003","11655.4225579961","14011.1626245176","17087.4829107924","18014.7764483273","18832.931065985","19551.223378389","21189.3532450422","21657.9032251896","22744.7638013195","24278.0602342543","25431.6007288796","25560.4752161405","24620.4511321776","24952.580762926","25994.3263297033","26006.6281937025","25861.4192762703","27900.8839140922","31866.597489498","35108.560474236","36805.0035004314","38166.7267100408","39688.062898107","39054.7121154772","40154.0436838271","41517.4562938548","42799.2892325847","43533.2987638144","43681.9826111489","42468.2052435604","41629.9614892558","41964.173570613","44833.2671957852","",
"French Polynesia","PYF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","2090","2520","2430","2400","2640","2660","3320","4580","5100","5590","5890","6760","7980","9140","9600","9130","8190","8030","8340","10250","13000","15350","14940","15270","16030","17260","17400","17470","17910","17780","17250","16660","16170","15760","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28400","30680","36160","38260","50810","58030","65580","61250","63620","66950","72860","78800","79900","72690","64010","58610","61150","",
"Romania","ROU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250","1190","1270","1490","1640","1590","1580","1610","1710","1760","1950","2250","2960","3880","4900","6510","8770","9190","8610","8620","8780","9250","9610","9520","9530","10010","11290","",
"Russian Federation","RUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3440","3080","2920","2650","2640","2600","2650","2130","1750","1710","1780","2100","2590","3410","4450","5810","7560","9580","9230","9980","11070","13480","15210","14650","11770","9750","9230","10230","",
"Rwanda","RWA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","40","40","40","40","40","50","50","50","60","60","60","70","80","100","130","160","180","230","270","280","270","260","250","260","290","320","350","350","350","320","340","310","150","210","220","260","260","260","240","220","220","210","240","280","330","380","470","530","580","630","680","700","720","730","720","730","780","",
"South Asia","SAS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.7451912866262","93.9982660709316","104.618583868319","109.441039907842","105.592960113644","106.800846922626","104.153714301397","111.692388913226","118.274326792803","122.161305462455","125.963608801252","142.378091187075","164.873364494404","187.820454220625","182.22291842891","185.849387293256","205.448493292222","224.477956134699","269.699730985204","296.100166353598","290.186550715374","285.155803493513","282.797996590865","292.069498006848","310.113285084908","346.547363197108","383.997060310416","381.176546497769","378.046762993999","349.869939051292","351.126583368381","336.790033883706","350.480117083439","376.211033609017","407.397940281109","415.471714232656","416.792937115947","436.765233094283","444.205629925377","451.660365353711","457.935907069139","511.254193832205","595.675779933018","684.652264752968","760.354249905386","871.826698924861","953.56731822706","1058.62673675145","1153.27718506352","1283.59472609192","1397.62486193356","1444.85373648549","1489.41362510991","1535.56577469469","1624.42394321509","1746.2133556421","1923.24662337467","",
"Saudi Arabia","SAU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","930","1000","1150","1600","3160","4500","8020","8770","8890","11170","14270","16530","13970","11320","10130","9010","9140","7700","7630","7080","7390","8310","8500","8050","7720","7810","8030","8230","8010","7650","8150","8520","8370","9480","11040","12650","14160","15800","18460","17900","18750","20880","24040","25440","25550","23710","21610","19990","21600","",
"Sudan","SDN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","140","140","140","140","140","140","150","160","170","180","190","220","290","380","440","480","460","490","480","500","470","430","380","390","540","790","780","720","530","450","340","310","320","400","400","380","340","330","340","340","370","420","490","590","740","920","1130","1180","1260","1480","1710","1210","1820","1980","2130","2390","1560","",
"Senegal","SEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","340","310","320","320","350","370","450","560","600","590","580","720","800","810","750","590","550","550","630","810","930","930","900","910","960","910","750","720","680","690","680","670","650","630","600","710","870","1000","1040","1120","1270","1340","1340","1310","1330","1360","1380","1320","1270","1280","1410","",
"Singapore","SGP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","530","510","540","590","660","750","850","970","1090","1280","1600","2090","2660","2930","3020","3370","3990","4730","5380","5680","6170","6930","7100","7330","8080","9320","10320","11450","12970","15270","17710","20780","23630","25620","27730","24010","23360","23680","22130","22000","23440","26150","28820","32550","36010","37230","37320","44930","48260","51720","54470","56370","53120","52520","54200","58770","",
"Solomon Islands","SLB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","750","830","900","890","1440","1320","1220","1010","930","840","830","860","890","970","960","980","820","900","1080","1490","1770","1840","1870","1830","1870","2020","",
"Sierra Leone","SLE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","150","160","150","140","140","150","160","160","170","190","220","250","220","210","240","310","370","360","350","300","290","240","170","180","170","210","190","170","130","160","160","180","210","200","170","150","140","150","200","270","280","290","300","360","420","440","420","430","530","660","700","550","490","520","490","",
"El Salvador","SLV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","300","300","300","310","320","350","380","440","480","530","610","710","780","760","730","680","670","690","720","760","820","860","860","900","930","1060","1170","1290","1480","1590","1690","1750","1810","1900","1950","2000","2130","2270","2420","2570","2680","2870","2820","2880","3060","3210","3350","3400","3440","3510","3600","3820","",
"San Marino","SMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","70","70","70","70","80","90","90","90","100","100","120","140","130","190","180","160","130","110","100","110","110","100","110","120","130","150","150","150","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2850","2800","2390","1530","1450","1430","2260","3070","3800","4190","4890","6040","6450","6220","6300","6090","6460","6240","5960","5690","5550","6390","",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120.933342107553","127.870909793883","133.721422581824","141.318338938858","146.75381517647","150.544053808913","157.097170216221","170.366758270186","191.754317771291","204.431254918169","217.907904092018","252.130396857536","329.910899229996","385.325926230369","413.581389100718","425.276623354224","447.383072624553","523.172966769316","622.946904793957","717.875944927518","753.833870105032","742.328239440768","651.793931225768","587.298522368576","562.99094570978","600.860246084268","652.819513723642","640.011001634737","624.378001573208","621.136441293942","614.822431674531","579.82591036478","555.47879117466","571.289738807148","592.589052399101","606.14522394015","571.931179264509","560.339340153016","552.041707990632","544.579374415752","553.181213730402","602.497764489842","732.378805460102","894.949452498407","1041.37657317066","1171.97219431682","1324.88318158575","1367.96866041519","1433.47138516581","1517.62884209811","1663.04541194077","1733.89116619102","1808.22742447957","1724.02944996142","1579.04473916087","1509.24603467213","1515.78768884012","",
"South Sudan","SSD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810","850","1160","1300","1130","","","","",
"Sub-Saharan Africa","SSF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120.956855139713","127.897262879585","133.749343791671","141.343101587309","146.785233335593","150.57125800678","157.121956495742","170.383840069365","191.768014920206","204.453443555191","217.941064508212","252.181823555358","329.968161035224","385.385101457433","413.639749990828","425.322435732429","447.479247717746","523.356784065507","623.164362273491","718.095395777192","754.03394331049","742.505128430516","651.994729774774","587.553757543402","563.28286351997","601.221171756659","653.276111745612","640.544046986917","624.972128631751","621.746287610992","615.529149089592","580.587047370397","556.263804267549","572.053531734258","593.376559008295","606.995412098305","572.778606232168","561.179447452816","552.867847199774","545.388579263103","553.936833124101","603.294068123939","733.337411074992","896.073249270055","1042.63429725034","1173.15417837411","1325.92046272835","1368.88208745688","1434.37497059647","1518.56260324422","1663.99548992177","1734.93224377149","1809.30968388719","1725.18341115632","1580.18027922606","1510.40802665275","1517.0536862679","",
"Small states","SST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4279.31197114769","4742.01457310892","5610.04284612531","6577.98714596076","7784.69492508366","9012.40179065255","10200.0469364647","10037.6571091755","10419.2101405784","11123.2444982921","12300.2443127367","13201.3040498863","13347.9628409117","12645.5809517696","11711.1747208194","11314.3519191189","12027.251333496","",
"Sao Tome and Principe","STP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","700","820","940","960","1020","1060","1130","1190","1240","1440","1640","1660","1700","1700","1890","",
"Suriname","SUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","270","230","250","370","450","510","520","530","570","610","690","770","980","1320","1420","1640","1930","2170","2290","2640","2510","2320","2340","2380","2460","2520","2980","2230","1420","1140","1040","970","1100","1320","1630","1840","2050","1950","1970","1670","1930","2200","2820","3320","4040","5050","6330","6960","7620","7920","8550","8950","9260","8690","6760","5290","5210","",
"Slovak Republic","SVK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4200","5000","5400","5420","5360","5520","5710","6000","6940","9000","11310","12890","14880","17200","17050","17240","17240","17540","18140","18240","17520","16950","16650","18260","",
"Slovenia","SVN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8840","10200","11240","11000","11320","11270","10950","10920","12630","15610","18310","19820","21790","24620","24380","24540","24580","23250","23230","23610","22250","21750","22090","24580","",
"Sweden","SWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","2310","2490","2740","2960","3190","3460","3770","4100","4690","4990","5670","7050","8580","10160","10720","11290","12460","14790","17300","17530","15760","13550","13020","13080","15330","19360","24190","26090","27760","29110","31340","28200","27690","28070","30400","31400","31110","31100","31440","29550","28930","32550","39530","45500","48820","51960","55470","52470","54570","56570","58930","61580","61690","58280","54430","52850","55490","",
"Eswatini","SWZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","300","370","470","","","","","","","","","","","","","","","","1290","1350","1570","1580","1570","1820","1930","1960","1740","1730","1670","1700","1570","1700","2160","3080","3300","3480","3360","3320","3460","4080","4590","4660","4320","4000","3660","3590","3930","",
"Sint Maarten (Dutch part)","SXM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","310","330","320","360","350","350","330","350","410","480","630","770","870","910","870","1170","1760","2110","2300","2290","2190","2220","2490","2740","3200","3970","4540","5030","5200","6000","6390","6530","6460","6740","7330","7320","7290","7290","7310","6850","7490","9280","11140","12580","12270","11130","10220","10190","11060","11540","12650","13290","14020","13830","14220","15600","",
"Syrian Arab Republic","SYR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","250","230","250","270","250","280","300","370","360","410","500","500","710","970","1090","1050","1170","1280","1570","1760","1750","1710","1650","1700","1480","1270","1190","890","910","990","1110","1070","970","900","850","850","920","890","970","1110","1210","1240","1380","1510","1620","1820","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22600","23800","25040","25410","26740","",
"Chad","TCD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","110","110","120","120","130","130","140","140","140","150","160","190","230","220","230","240","220","240","230","210","190","180","210","210","210","270","270","270","290","330","240","220","210","200","210","220","200","180","190","190","210","330","470","530","630","700","830","910","880","960","970","980","880","730","640","670","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","72.1222445386746","78.4476669701929","87.2027156535627","98.7995305350838","106.893135980763","100.822148334918","97.6188403487556","109.384794791006","122.522269514625","125.97250033926","133.034868043603","160.631265359347","188.016035279302","218.755950436888","213.931912076178","227.521636471181","241.20961078551","266.416814809788","294.528590628861","311.673557613317","311.121890243606","307.14475825123","325.46504470758","348.235765670292","369.843819012278","386.339046585645","406.079044555982","407.808913539345","423.390907014575","453.918936519605","504.020709931633","547.426328301539","614.618327258963","706.990453418061","822.865159431724","891.937115728053","837.444789395806","861.877144686329","924.008558982893","996.416143899717","1078.75173088492","1225.39710230867","1441.08685005563","1657.06011529355","1917.14611885739","2300.31890571761","2802.46594966509","3253.18464153874","3803.68586468372","4392.00802963963","5133.75098553355","5775.21611714429","6273.07357189121","6525.3322969063","6718.9863202487","7034.23938871314","7680.52526736329","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2570.79075608342","2430.84917606844","2338.13551230531","2096.02722792856","2134.26971522026","2147.39329735751","2227.77284645231","2094.17186378423","1975.30397510031","2073.48648445913","2002.86918870162","2165.01486362354","2531.80785440682","3240.49759394392","4109.62830523615","5027.92132142603","6188.70006712271","7545.34014550836","7507.25586878415","7962.13565658572","8545.15443512567","9629.68493477608","10518.654328722","10463.1294276576","9220.37222317908","8167.79667985442","7890.31342701344","8379.28578681819","",
"Togo","TGO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","90","100","110","120","120","130","140","130","130","140","170","220","260","270","290","330","350","420","390","320","250","230","230","250","310","390","400","400","400","420","330","310","300","310","350","330","310","310","290","290","340","390","420","420","430","480","530","560","610","590","620","640","640","600","600","660","",
"Thailand","THA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","120","130","140","160","170","180","190","210","210","220","260","330","380","420","450","530","610","710","760","760","760","790","790","830","950","1160","1320","1490","1660","1880","2130","2400","2740","2950","2680","2080","1980","1980","1960","1990","2180","2530","2790","3100","3530","3970","4140","4580","4950","5520","5720","5760","5710","5690","5950","6610","",
"Tajikistan","TJK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350","290","210","210","170","170","180","180","170","160","170","210","270","320","370","440","570","660","920","1020","1150","1330","1350","1250","1110","1000","1010","",
"Turkmenistan","TKM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","680","610","610","550","560","620","600","650","750","990","1310","1590","1890","2320","3040","3550","4070","4730","5560","6510","7200","7030","6820","6380","6740","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","477.886836040814","488.500629199183","523.292395445316","556.277044143902","590.682770972683","647.555204131709","713.333964407564","873.92337439377","1110.98533609167","1281.20786083714","1349.14100818966","1390.43982912754","1517.34372639831","1788.68725124512","2111.628982728","2275.53731619275","2153.43532893757","1888.57357230436","1789.52251881972","1755.07901422072","1823.69800450498","1954.63935819014","2070.64584501324","2179.11370111797","2287.6302304179","2660.96290056097","2961.58588840971","3200.79574783912","3431.72186273872","3654.65890015057","3961.70743822821","4258.18083250788","4240.84485305254","4023.51941658852","4107.18866186842","3979.8780331981","3715.37909212784","3691.84333882953","3995.64756105883","4485.89673819961","5183.78263277611","6069.01702391202","7018.56734588233","7189.25694523289","7994.11380192604","8825.87350046258","9768.49706277199","10168.5236626157","10042.0175133995","9192.05887795668","8452.06157791671","8306.63977230577","8630.39332258484","",
"Timor-Leste","TLS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","790","710","640","740","1220","1910","2550","2540","2850","3230","3290","3630","2960","3080","2370","1810","1820","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1246.26178798743","1383.39730555808","1471.57424973755","1513.75648493314","1518.4269800571","1575.66884015755","1608.4306091173","1617.47323741698","1732.36193986056","1916.66516176682","2171.29846425794","2450.41113120279","2867.40767296686","3378.09964669236","3686.19837623754","4002.01882907","4107.70386198029","4599.90088199312","4770.94950956549","4643.55880667295","4200.54145422277","4131.91113394352","3890.2420235283","","",
"Tonga","TON","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","690","690","720","770","870","1070","1160","1220","1350","1450","1530","1820","2010","2280","2260","2210","2100","2050","2000","1980","2000","2190","2450","2720","2840","3220","3370","3570","3800","4310","4480","4570","4520","4300","4250","4300","",
"South Asia (IDA & IBRD)","TSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.7451912866262","93.9982660709316","104.618583868319","109.441039907842","105.592960113644","106.800846922626","104.153714301397","111.692388913226","118.274326792803","122.161305462455","125.963608801252","142.378091187075","164.873364494404","187.820454220625","182.22291842891","185.849387293256","205.448493292222","224.477956134699","269.699730985204","296.100166353598","290.186550715374","285.155803493513","282.797996590865","292.069498006848","310.113285084908","346.547363197108","383.997060310417","381.176546497769","378.046762993999","349.869939051292","351.126583368381","336.790033883706","350.480117083439","376.211033609017","407.397940281109","415.471714232656","416.792937115947","436.765233094283","444.205629925377","451.660365353711","457.935907069139","511.254193832205","595.675779933018","684.652264752968","760.354249905386","871.826698924861","953.56731822706","1058.62673675145","1153.27718506352","1283.59472609192","1397.62486193356","1444.85373648549","1489.41362510991","1535.56577469468","1624.42394321509","1746.2133556421","1923.24662337467","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120.956855139713","127.897262879585","133.749343791671","141.34310158731","146.785233335593","150.57125800678","157.121956495742","170.383840069365","191.768014920206","204.453443555191","217.941064508212","252.181823555358","329.968161035224","385.385101457433","413.639749990828","425.322435732429","447.479247717746","523.356784065507","623.164362273491","718.095395777192","754.03394331049","742.505128430516","651.994729774774","587.553757543402","563.282863519969","601.221171756658","653.276111745612","640.544046986917","624.972128631751","621.746287610992","615.529149089592","580.587047370397","556.263804267549","572.053531734258","593.376559008295","606.995412098305","572.778606232168","561.179447452816","552.867847199774","545.388579263103","553.936833124101","603.29406812394","733.337411074992","896.073249270055","1042.63429725034","1173.15417837411","1325.92046272835","1368.88208745688","1434.37497059647","1518.56260324422","1663.99548992177","1734.93224377149","1809.30968388719","1725.18341115632","1580.18027922606","1510.40802665275","1517.0536862679","",
"Trinidad and Tobago","TTO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","640","750","800","820","760","770","790","810","830","870","1000","1200","1500","2170","2530","2810","3360","3940","5140","6060","6710","6120","6030","5900","5090","4280","3930","3630","3710","3890","4420","4080","3880","3970","4230","4500","4620","4890","5400","6070","6760","8070","9700","11190","13280","15000","17350","16200","16460","14970","16840","18750","18560","19130","16720","15970","15950","",
"Tunisia","TUN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","220","250","260","270","310","400","460","610","760","810","850","940","1130","1360","1420","1280","1180","1160","1150","1140","1270","1330","1290","1410","1460","1680","1660","1710","1790","1970","2120","2150","2260","2270","2240","2180","2460","2900","3160","3330","3530","3850","4070","4130","3990","4100","4160","4160","3960","3760","3520","3500","",
"Turkey","TUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","470","520","560","560","530","560","640","860","1110","1310","1410","1520","1820","1860","1860","1570","1400","1310","1310","1450","1740","1860","1920","2310","2590","2940","3140","2680","2850","2920","3190","3430","3580","4300","3550","3560","3910","5220","6760","7820","8880","9780","9580","10430","11230","11870","12510","12560","11960","11180","10900","10420","",
"Tuvalu","TUV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2710","3310","2490","3240","3630","3780","4500","4660","4820","4400","4720","4430","5560","4670","5440","5070","4810","5430","",
"Tanzania","TZA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","190","180","170","160","170","190","220","270","330","410","410","420","430","470","500","520","540","600","670","720","770","810","890","970","980","970","970","1020","",
"Uganda","UGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","180","200","250","310","400","400","320","250","190","180","180","230","280","300","290","290","270","250","250","250","280","310","350","390","440","510","560","630","640","650","690","700","660","620","620","",
"Ukraine","UKR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1620","1610","1520","1420","1230","1010","920","860","890","850","760","700","730","790","980","1270","1540","1950","2560","3210","2840","2980","3110","3500","3800","3560","2650","2310","2260","2660","",
"Upper middle income","UMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","223.227557722814","222.58106354949","231.595346290856","252.718071219286","273.98842597248","291.032414848053","318.043078352829","389.222229048246","485.785087596718","577.490972565125","607.895969722598","632.343297911515","674.493430814637","785.366975488711","889.249809641544","951.458358824378","936.310600386664","870.502877182262","868.709578697889","898.155114840967","950.33407952908","1018.30749471839","1065.67070801134","1080.68014392804","1160.84801268957","1295.06085818539","1377.75656398913","1443.16830527733","1501.15203824993","1615.0903777464","1765.1847081411","1892.83867093867","1856.78314780714","1815.78808914267","1900.82461907875","1905.39899421217","1936.59821518803","2107.07588176022","2457.75868125326","2895.69960377136","3406.36555517709","4078.81066872644","4865.82888773403","5241.49369290748","5903.50884259961","6606.99664173893","7552.09986717029","8248.75098162905","8563.90593753341","8318.81411918873","8116.64126675925","8254.97420567279","8869.40587350731","",
"Uruguay","URY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","580","610","660","680","720","640","610","670","820","850","870","1060","1370","1620","1490","1420","1630","2150","2870","3650","3290","2190","1740","1510","1780","2210","2600","2730","2840","3180","3830","4350","5040","5530","6160","6970","7240","7260","7060","6500","5140","4250","4130","4720","5390","6390","7710","8810","10440","12060","13370","15320","15830","15640","14980","14900","15650","",
"United States","USA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","3280","3410","3610","3880","4190","4370","4740","5070","5230","5620","6280","7290","7980","8510","8960","9590","10760","12200","13380","14360","14220","14570","16210","17460","19110","21390","23490","23770","24060","24270","25680","26390","27650","29040","30270","31270","32030","33670","35960","36710","37310","39770","43510","46190","47880","48500","48980","47730","48990","50570","52760","53940","55830","56720","57160","59030","63080","",
"Uzbekistan","UZB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","590","570","580","600","610","620","650","630","560","450","420","460","530","610","770","980","1150","1370","1650","2020","2270","2530","2600","2660","2350","2020","",
"St. Vincent and the Grenadines","VCT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","180","160","170","180","180","170","190","190","210","220","300","310","340","370","390","460","560","710","830","950","1030","1090","1200","1340","1450","1660","1950","2030","2110","2230","2540","2680","2640","2890","3000","3070","3190","3310","3470","3650","3950","4380","4730","4960","5470","5620","6260","6320","6090","6130","6400","6420","6390","6560","6800","6970","7340","",
"Venezuela, RB","VEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","960","990","950","890","820","840","900","910","980","1010","1120","1340","1720","2140","2470","2600","2790","3180","3610","4100","4050","3780","3640","3520","3610","3350","3400","2560","2670","2690","2870","2850","2740","3040","3100","3470","3420","3570","4120","4600","3990","3490","4110","4980","6130","7630","9400","10380","11810","11980","12710","11970","13080","","","","","",
"British Virgin Islands","VGB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","130","110","130","160","190","250","300","330","340","360","410","430","450","500","580","630","720","840","980","1010","1250","1370","1540","1720","1880","1970","2080","2120","2360","",
"Vanuatu","VUT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","850","800","810","860","960","980","860","990","1090","1200","1090","1120","1210","1170","1270","1280","1310","1420","1420","1430","1370","1230","1360","1590","1780","1990","2130","2540","2620","2690","2850","2930","3160","3120","2910","2850","2880","3130","",
